CODIGO  ;DESCRICAO_INSUMO;UNIDADE;  PRECO MEDIANO R$;MESANO
38957;ANEIS DE CRIMPAGEM PARA ALICATE CRIMPADOR DE TUBO PEX, BITOLAS DE 16 A 32 MM;PAR   ;52,06;
299;ANEL BORRACHA DN 100 MM, PARA TUBO SERIE REFORCADA ESGOTO PREDIAL;UN    ;1,56;
298;ANEL BORRACHA DN 75 MM, PARA TUBO SERIE REFORCADA ESGOTO PREDIAL;UN    ;1,57;
295;ANEL BORRACHA PARA TUBO ESGOTO PREDIAL DN 40 MM (NBR 5688);UN    ;0,93;
296;ANEL BORRACHA PARA TUBO ESGOTO PREDIAL DN 50 MM (NBR 5688);UN    ;0,97;
297;ANEL BORRACHA PARA TUBO ESGOTO PREDIAL DN 75 MM (NBR 5688);UN    ;1,37;
301;ANEL BORRACHA PARA TUBO ESGOTO PREDIAL, DN 100 MM (NBR 5688);UN    ;1,72;
300;ANEL BORRACHA, DN 150 MM, PARA TUBO SERIE REFORCADA ESGOTO PREDIAL;UN    ;7,22;
20084;ANEL BORRACHA, DN 40 MM, PARA TUBO SERIE REFORCADA ESGOTO PREDIAL;UN    ;0,93;
20085;ANEL BORRACHA, DN 50 MM, PARA TUBO SERIE REFORCADA ESGOTO PREDIAL;UN    ;0,86;
311;ANEL BORRACHA, PARA TUBO PVC DEFOFO, DN 100 MM (NBR 7665);UN    ;5,59;
318;ANEL BORRACHA, PARA TUBO PVC DEFOFO, DN 150 MM (NBR 7665);UN    ;9,79;
319;ANEL BORRACHA, PARA TUBO PVC DEFOFO, DN 200 MM (NBR 7665);UN    ;18,5;
320;ANEL BORRACHA, PARA TUBO PVC DEFOFO, DN 250 MM (NBR 7665);UN    ;58,81;
314;ANEL BORRACHA, PARA TUBO PVC DEFOFO, DN 300 MM (NBR 7665);UN    ;90,34;
303;ANEL BORRACHA, PARA TUBO PVC, REDE COLETOR ESGOTO, DN 100 MM (NBR 7362);UN    ;2,34;
304;ANEL BORRACHA, PARA TUBO PVC, REDE COLETOR ESGOTO, DN 125 MM (NBR 7362);UN    ;3,57;
305;ANEL BORRACHA, PARA TUBO PVC, REDE COLETOR ESGOTO, DN 150 MM (NBR 7362);UN    ;6,11;
306;ANEL BORRACHA, PARA TUBO PVC, REDE COLETOR ESGOTO, DN 200 MM (NBR 7362);UN    ;7,34;
307;ANEL BORRACHA, PARA TUBO PVC, REDE COLETOR ESGOTO, DN 250 MM (NBR 7362);UN    ;14,5;
309;ANEL BORRACHA, PARA TUBO PVC, REDE COLETOR ESGOTO, DN 350 MM (NBR 7362);UN    ;29,72;
310;ANEL BORRACHA, PARA TUBO PVC, REDE COLETOR ESGOTO, DN 400 MM (NBR 7362);UN    ;37,7;
328;ANEL BORRACHA, PARA TUBO/CONEXAO PVC PBA, DN 100 MM, PARA REDE AGUA;UN    ;4,49;
325;ANEL BORRACHA, PARA TUBO/CONEXAO PVC PBA, DN 50 MM, PARA REDE AGUA;UN    ;1,74;
20326;ANEL BORRACHA, PARA TUBO/CONEXAO PVC PBA, DN 60 MM, PARA REDE AGUA;UN    ;4,67;
329;ANEL BORRACHA, PARA TUBO/CONEXAO PVC PBA, DN 75 MM, PARA REDE AGUA;UN    ;5,75;
308;ANEL BORRACHA, PARA TUBO, PVC REDE COLETOR ESGOTO, DN 300 MM (NBR 7362);UN    ;19,37;
39642;"ANEL DE BORRACHA PARA VEDACAO DE DUTO PEAD CORRUGADO PARA ELETRICA, DN 1 1/2""";UN    ;1,17;
39641;"ANEL DE BORRACHA PARA VEDACAO DE DUTO PEAD CORRUGADO PARA ELETRICA, DN 1 1/4""";UN    ;0,82;
39643;"ANEL DE BORRACHA PARA VEDACAO DE DUTO PEAD CORRUGADO PARA ELETRICA, DN 2""";UN    ;3,26;
39644;"ANEL DE BORRACHA PARA VEDACAO DE DUTO PEAD CORRUGADO PARA ELETRICA, DN 3""";UN    ;4,22;
39645;"ANEL DE BORRACHA PARA VEDACAO DE DUTO PEAD CORRUGADO PARA ELETRICA, DN 4""";UN    ;5,45;
12548;ANEL DE CONCRETO ARMADO, D = *1,10* M, H = 0,30 M;UN    ;64,48;
13113;ANEL DE CONCRETO ARMADO, D = 0,60 M, H = 0,10 M;UN    ;26,42;
13114;ANEL DE CONCRETO ARMADO, D = 0,60 M, H = 0,15 M;UN    ;32,17;
12530;ANEL DE CONCRETO ARMADO, D = 0,60 M, H = 0,30 M;UN    ;39,2;
12531;ANEL DE CONCRETO ARMADO, D = 0,60 M, H = 0,40 M;UN    ;43,84;
12532;ANEL DE CONCRETO ARMADO, D = 0,60 M, H = 0,50 M;UN    ;53,62;
12533;ANEL DE CONCRETO ARMADO, D = 0,80 M, H = 0,30 M;UN    ;63,96;
12544;ANEL DE CONCRETO ARMADO, D = 0,80 M, H = 0,50 M;UN    ;78,13;
12546;ANEL DE CONCRETO ARMADO, D = 1,00 M, H = 0,40 M;UN    ;80,88;
12547;ANEL DE CONCRETO ARMADO, D = 1,00 M, H = 0,50 M;UN    ;94,06;
12551;ANEL DE CONCRETO ARMADO, D = 1,20 M, H = 0,50 M;UN    ;102,42;
12563;ANEL DE CONCRETO ARMADO, D = 1,50 M, H = 0,50 M;UN    ;160,87;
12565;ANEL DE CONCRETO ARMADO, D = 2,00 M, H = 0,50 M;UN    ;253,15;
12567;ANEL DE CONCRETO ARMADO, D = 2,50 M, H = 0,50 M;UN    ;329,4;
12568;ANEL DE CONCRETO ARMADO, D = 3,00 M, H = 0,50 M;UN    ;543,89;
11789;ANEL DE DISTRIBUICAO EM ACO GALVANIZADO PARA FIO FE-160;UN    ;0,57;
20975;"ANEL DE EXPANSAO EM COBRE, ENGATE RAPIDO 1 1/2"", PARA EMPATACAO MANGUEIRA DE COMBATE A INCENDIO PREDIAL";UN    ;7,73;
20976;"ANEL DE EXPANSAO EM COBRE, ENGATE RAPIDO 2 1/2"", PARA EMPATACAO MANGUEIRA DE COMBATE A INCENDIO PREDIAL";UN    ;11,67;
40340;ANEL DE VEDACAO/JUNTA ELASTICA, H = *16* MM, PARA TUBO DE CONCRETO DN 300 MM;UN    ;45,55;
40341;ANEL DE VEDACAO/JUNTA ELASTICA, H = *16* MM, PARA TUBO DE CONCRETO DN 400 MM;UN    ;53,93;
40342;ANEL DE VEDACAO/JUNTA ELASTICA, H = *16* MM, PARA TUBO DE CONCRETO DN 500 MM;UN    ;68,37;
40343;ANEL DE VEDACAO/JUNTA ELASTICA, H = *16* MM, PARA TUBO DE CONCRETO DN 600 MM;UN    ;83,88;
40344;ANEL DE VEDACAO/JUNTA ELASTICA, H = *18* MM, PARA TUBO DE CONCRETO DN 700 MM;UN    ;88,69;
40345;ANEL DE VEDACAO/JUNTA ELASTICA, H = *19* MM, PARA TUBO DE CONCRETO DN 800 MM;UN    ;110,73;
40346;ANEL DE VEDACAO/JUNTA ELASTICA, H = *19* MM, PARA TUBO DE CONCRETO DN 900 MM;UN    ;104,17;
40347;ANEL DE VEDACAO/JUNTA ELASTICA, H = *21* MM, PARA TUBO DE CONCRETO DN 1000 MM;UN    ;128,8;
13761;APARELHO CORTE OXI-ACETILENO PARA SOLDA E CORTE CONTENDO MACARICO SOLDA, BICO DE CORTE, CILINDROS, REGULADORES, MANGUEIRAS E CARRINHO;UN    ;2.670,00;
12888;APARELHO DE APOIO DE NEOPRENE FRETADO, 60 X 45 X 7,6 CM, COM FRETAGEM DE ACO DE 4 MM INTERCALADAS COM ELASTOMERO DE 11 MM E REVESTIMENTO FINAL COM ELASTOMERO DE 6 MM;DM3   ;78,17;
12889;APARELHO DE APOIO DE NEOPRENE SIMPLES/ NAO FRETADO, 100 X 100 CM, ESPESSURA 6,3 MM;DM3   ;51,05;
4814;APARELHO SINALIZADOR LUMINOSO COM LED, PARA SAIDA GARAGEM, COM 2 LENTES EM POLICARBONATO, BIVOLT (INCLUI SUPORTE DE FIXACAO);UN    ;120,65;
25967;APOIO DO PORTA DENTE PARA FRESADORA DE ASFALTO;UN    ;993,45;
6122;APONTADOR OU APROPRIADOR;H     ;14,57;
40810;APONTADOR OU APROPRIADOR (MENSALISTA);MES   ;2.551,78;
21100;AQUECEDOR DE AGUA A GAS GLP/GN COM CAPACIDADE DE ARMAZENAMENTO DE 50 A 80 L;UN    ;2.474,26;
11816;AQUECEDOR DE AGUA ELETRICO  RESERVATORIO DE 100 L CILINDRICO EM COBRE, REFORCADO COM ACO CARBONO, MONOFASICO, TENSAO NOMINAL 220 V;UN    ;2.638,28;
11814;AQUECEDOR DE AGUA ELETRICO  RESERVATORIO DE 500 L CILINDRICO EM COBRE, REFORCADO COM ACO CARBONO, MONOFASICO, TENSAO NOMINAL 220 V;UN    ;5.742,87;
14186;AQUECEDOR DE AGUA ELETRICO  RESERVATORIO DE 500 L CILINDRICO EM COBRE, REFORCADO COM ACO CARBONO, TRIFASICO, TENSAO NOMINAL 220/380/400 V, POTENCIA 24 KW;UN    ;7.210,95;
14185;AQUECEDOR DE AGUA ELETRICO  RESERVATORIO DE 700 L CILINDRICO EM COBRE, REFORCADO COM ACO CARBONO, MONOFASICO, TENSAO NOMINAL 220 V;UN    ;9.340,99;
11811;AQUECEDOR DE AGUA ELETRICO HORIZONTAL, RESERVATORIO DE 200 L CILINDRICO EM COBRE, REFORCADO COM ACO CARBONO, MONOFASICO, TENSAO NOMINAL 220 V;UN    ;3.571,64;
26038;AQUECEDOR DE OLEO BPF (FLUIDO) TERMICO, CAPACIDADE DE 300.000 KCAL/H;UN    ;178.304,23;
34482;AQUECEDOR SOLAR  CAPACIDADE DO RESERVATORIO 800 L, INCLUI 8 PLACAS COLETORAS DE 1,42 M2;UN    ;4.625,73;
34469;AQUECEDOR SOLAR CAPACIDADE DO RESERVATORIO 1000 L, INCLUI 10 PLACAS COLETORAS DE 1,42 M2;UN    ;7.155,42;
34472;AQUECEDOR SOLAR CAPACIDADE DO RESERVATORIO 200 L, INCLUI 2 PLACAS COLETORAS DE 1,42 M2;UN    ;2.201,50;
34476;AQUECEDOR SOLAR CAPACIDADE DO RESERVATORIO 400L, INCLUI 4 PLACAS COLETORAS DE 1,42 M2;UN    ;3.731,85;
34477;AQUECEDOR SOLAR CAPACIDADE DO RESERVATORIO 600 L, INCLUI 6 PLACAS COLETORAS DE 1,42 M2;UN    ;4.952,89;
39847;AR-CONDICIONADO FRIO SPLIT HI-WALL (PAREDE) 12000 BTU/H;UN    ;1.462,26;
39844;AR-CONDICIONADO FRIO SPLIT HI-WALL (PAREDE) 18000 BTU/H;UN    ;2.158,00;
39845;AR-CONDICIONADO FRIO SPLIT HI-WALL (PAREDE) 7000 BTU/H;UN    ;1.249,02;
39846;AR-CONDICIONADO FRIO SPLIT HI-WALL (PAREDE) 9000 BTU/H;UN    ;1.318,49;
39838;AR-CONDICIONADO FRIO SPLIT PISO-TETO 18000 BTU/H;UN    ;3.654,42;
39839;AR-CONDICIONADO FRIO SPLIT PISO-TETO 24000 BTU/H;UN    ;3.818,04;
39840;AR-CONDICIONADO FRIO SPLIT PISO-TETO 30000 BTU/H;UN    ;4.865,55;
39841;AR-CONDICIONADO FRIO SPLIT PISO-TETO 36000 BTU/H;UN    ;5.173,64;
39842;AR-CONDICIONADO FRIO SPLIT PISO-TETO 48000 BTU/H;UN    ;6.572,45;
39843;AR-CONDICIONADO FRIO SPLIT PISO-TETO 60000 BTU/H;UN    ;7.255,25;
39580;AR-CONDICIONADO FRIO SPLITAO INVERTER 3OTR;UN    ;62.732,59;
39577;AR-CONDICIONADO FRIO SPLITAO MODULAR 1OTR;UN    ;26.998,74;
39578;AR-CONDICIONADO FRIO SPLITAO MODULAR 15TR;UN    ;32.644,20;
39579;AR-CONDICIONADO FRIO SPLITAO MODULAR 2OTR;UN    ;40.578,82;
39557;AR-CONDICIONADO QUENTE/FRIO SPLIT CASSETE (TETO)  4 VIAS 24000BTU/H;UN    ;5.826,81;
39558;AR-CONDICIONADO QUENTE/FRIO SPLIT CASSETE (TETO)  4 VIAS 30000BTU/H;UN    ;5.864,65;
39559;AR-CONDICIONADO QUENTE/FRIO SPLIT CASSETE (TETO)  4 VIAS 36000BTU/H;UN    ;6.085,93;
39560;AR-CONDICIONADO QUENTE/FRIO SPLIT CASSETE (TETO)  4 VIAS 48000BTU/H;UN    ;6.998,53;
39561;AR-CONDICIONADO QUENTE/FRIO SPLIT CASSETE (TETO)  4 VIAS 60000BTU/H;UN    ;8.127,84;
39556;AR-CONDICIONADO QUENTE/FRIO SPLIT CASSETE (TETO) 4 VIAS 18000BTU/H;UN    ;5.367,47;
39555;AR-CONDICIONADO QUENTE/FRIO SPLIT HI-WALL (PAREDE) 12000BTU/H;UN    ;1.683,00;
39548;AR-CONDICIONADO QUENTE/FRIO SPLIT HI-WALL (PAREDE) 18000BTU/H;UN    ;2.434,36;
39554;AR-CONDICIONADO QUENTE/FRIO SPLIT HI-WALL (PAREDE) 24000BTU/H;UN    ;3.021,63;
39550;AR-CONDICIONADO QUENTE/FRIO SPLIT HI-WALL (PAREDE) 7000BTU/H;UN    ;1.178,37;
39551;AR-CONDICIONADO QUENTE/FRIO SPLIT HI-WALL (PAREDE) 9000BTU/H;UN    ;1.475,62;
39826;AR-CONDICIONADO QUENTE/FRIO SPLIT PISO-TETO 24000 BTU/H;UN    ;3.993,21;
10700;"ARADO REVERSIVEL COM 3 DISCOS DE 26"" X 6MM REBOCAVEL";UN    ;10.474,44;
346;ARAME DE ACO OVALADO 15 X 17 ( 45,7 KG, 700 KGF), ROLO 1000 M;KG    ;13,38;
3312;ARAME DE AMARRACAO PARA GABIAO GALVANIZADO, DIAMETRO 2,2 MM;KG    ;13,76;
339;ARAME FARPADO GALVANIZADO 14 BWG, CLASSE 250;M     ;0,65;
34346;ARAME FARPADO GALVANIZADO 16 BWG, CLASSE 250;M     ;0,84;
338;ARAME FARPADO 16 BWG (0,047 KG/M);KG    ;16,85;
340;"ARAME FARPADO 16 BWG 4 X 4"", 23,50 KG/ROLO 500 M";M     ;0,89;
334;ARAME GALVANIZADO  8 BWG, D = 4,19MM (0,101 KG/M);KG    ;12,1;
335;ARAME GALVANIZADO 10 BWG, 3,40 MM (0,0713 KG/M);KG    ;11,09;
342;ARAME GALVANIZADO 12 BWG, 2,76 MM (0,048 KG/M);KG    ;12,54;
333;ARAME GALVANIZADO 14 BWG, D = 2,11 MM (0,026 KG/M);KG    ;12,83;
343;ARAME GALVANIZADO 14 BWG, 2,10MM (0,0272 KG/M);M     ;0,34;
344;ARAME GALVANIZADO 16 BWG, 1,65MM (0,0166 KG/M);KG    ;13,87;
345;ARAME GALVANIZADO 18 BWG, 1,24MM (0,009 KG/M);KG    ;16,96;
341;ARAME GALVANIZADO 18 BWG, 1,24MM (0,009 KG/M);M     ;0,16;
11107;ARAME GALVANIZADO 6 BWG, 5,16 MM (0,157 KG/M);KG    ;11,01;
3313;ARAME PROTEGIDO COM PVC PARA GABIAO, DIAMETRO 2,2 MM;KG    ;17,7;
34562;ARAME RECOZIDO 16 BWG, 1,60 MM (0,016 KG/M);KG    ;10,03;
337;ARAME RECOZIDO 18 BWG, 1,25 MM (0,01 KG/M);KG    ;9,69;
369;AREIA AMARELA, AREIA BARRADA OU ARENOSO (RETIRADA NO AREAL, SEM TRANSPORTE);M3    ;65,66;
366;AREIA FINA - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE);M3    ;60;
367;AREIA GROSSA - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE);M3    ;60;
370;AREIA MEDIA - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE);M3    ;60;
368;AREIA PARA ATERRO - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE);M3    ;45;
11075;AREIA PARA LEITO FILTRANTE (0,42 A 1,68 MM) - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE);M3    ;982,5;
11076;AREIA PRETA PARA EMBOCO - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE);M3    ;75;
1381;ARGAMASSA COLANTE AC I PARA CERAMICAS;KG    ;0,52;
34353;ARGAMASSA COLANTE AC-II;KG    ;1,04;
37595;ARGAMASSA COLANTE TIPO ACIII;KG    ;1,58;
37596;ARGAMASSA COLANTE TIPO ACIII E;KG    ;2,34;
371;ARGAMASSA INDUSTRIALIZADA MULTIUSO, PARA REVESTIMENTO INTERNO E EXTERNO E ASSENTAMENTO DE BLOCOS DIVERSOS;KG    ;0,47;
37553;ARGAMASSA INDUSTRIALIZADA PARA CHAPISCO COLANTE;KG    ;1,75;
37552;ARGAMASSA INDUSTRIALIZADA PARA CHAPISCO ROLADO;KG    ;2,24;
36880;ARGAMASSA PARA REVESTIMENTO DECORATIVO MONOCAMADA, CORES CLARAS;KG    ;1,58;
34355;ARGAMASSA PISO SOBRE PISO;KG    ;1,45;
130;ARGAMASSA POLIMERICA DE REPARO ESTRUTURAL, BICOMPONENTE;KG    ;4,49;
135;ARGAMASSA POLIMERICA IMPERMEABILIZANTE SEMIFLEXIVEL, BICOMPONENTE (MEMBRANA IMPERMEABILIZANTE ACRILICA);KG    ;5,78;
36886;ARGAMASSA PRONTA PARA CONTRAPISO;KG    ;0,5;
374;ARGAMASSA PRONTA PARA REVESTIMENTO INTERNO EM PAREDES;KG    ;0,4;
38546;ARGAMASSA USINADA AUTOADENSAVEL E AUTONIVELANTE PARA CONTRAPISO, INCLUI BOMBEAMENTO;M3    ;378,28;
34549;ARGILA EXPANDIDA, GRANULOMETRIA 2215;M3    ;196,98;
6081;ARGILA OU BARRO PARA ATERRO/REATERRO (COM TRANSPORTE ATE 10 KM);M3    ;27,9;
6077;ARGILA OU BARRO PARA ATERRO/REATERRO (RETIRADO NA JAZIDA, SEM TRANSPORTE);M3    ;16,08;
6079;ARGILA, ARGILA VERMELHA OU ARGILA ARENOSA (RETIRADA NA JAZIDA, SEM TRANSPORTE);M3    ;9,19;
1091;"ARMACAO VERTICAL COM HASTE E CONTRA-PINO, EM CHAPA DE ACO GALVANIZADO 3/16"", COM 1 ESTRIBO E 1 ISOLADOR";UN    ;17,25;
1094;"ARMACAO VERTICAL COM HASTE E CONTRA-PINO, EM CHAPA DE ACO GALVANIZADO 3/16"", COM 1 ESTRIBO, SEM ISOLADOR";UN    ;12,07;
1095;"ARMACAO VERTICAL COM HASTE E CONTRA-PINO, EM CHAPA DE ACO GALVANIZADO 3/16"", COM 2 ESTRIBOS, E 2 ISOLADORES";UN    ;25,65;
1092;"ARMACAO VERTICAL COM HASTE E CONTRA-PINO, EM CHAPA DE ACO GALVANIZADO 3/16"", COM 2 ESTRIBOS, SEM ISOLADOR";UN    ;19,85;
1093;"ARMACAO VERTICAL COM HASTE E CONTRA-PINO, EM CHAPA DE ACO GALVANIZADO 3/16"", COM 3 ESTRIBOS E 3 ISOLADORES";UN    ;46,35;
1090;"ARMACAO VERTICAL COM HASTE E CONTRA-PINO, EM CHAPA DE ACO GALVANIZADO 3/16"", COM 3 ESTRIBOS, SEM ISOLADOR";UN    ;33,19;
1096;"ARMACAO VERTICAL COM HASTE E CONTRA-PINO, EM CHAPA DE ACO GALVANIZADO 3/16"", COM 4 ESTRIBOS E 4 ISOLADORES";UN    ;59,73;
1097;"ARMACAO VERTICAL COM HASTE E CONTRA-PINO, EM CHAPA DE ACO GALVANIZADO 3/16"", COM 4 ESTRIBOS, SEM ISOLADOR";UN    ;50,7;
378;ARMADOR;H     ;12,5;
40911;ARMADOR (MENSALISTA);MES   ;2.187,43;
33939;ARQUITETO JUNIOR;H     ;75,72;
40815;ARQUITETO JUNIOR (MENSALISTA);MES   ;13.245,93;
34760;ARQUITETO PAISAGISTA;H     ;75,72;
40935;ARQUITETO PAISAGISTA (MENSALISTA);MES   ;13.245,93;
33952;ARQUITETO PLENO;H     ;86,91;
40816;ARQUITETO PLENO (MENSALISTA);MES   ;15.200,06;
33953;ARQUITETO SENIOR;H     ;102,96;
40817;ARQUITETO SENIOR (MENSALISTA);MES   ;18.008,23;
13348;ARRUELA  EM ACO GALVANIZADO, DIAMETRO EXTERNO = 35MM, ESPESSURA = 3MM, DIAMETRO DO FURO= 18MM;UN    ;0,6;
39211;"ARRUELA EM ALUMINIO, COM ROSCA, DE  1 1/4"", PARA ELETRODUTO";UN    ;0,84;
39212;"ARRUELA EM ALUMINIO, COM ROSCA, DE 1 1/2"", PARA ELETRODUTO";UN    ;0,94;
39208;"ARRUELA EM ALUMINIO, COM ROSCA, DE 1/2"", PARA ELETRODUTO";UN    ;0,25;
39210;"ARRUELA EM ALUMINIO, COM ROSCA, DE 1"", PARA ELETRODUTO";UN    ;0,47;
39214;"ARRUELA EM ALUMINIO, COM ROSCA, DE 2 1/2"", PARA ELETRODUTO";UN    ;1,74;
39213;"ARRUELA EM ALUMINIO, COM ROSCA, DE 2"", PARA ELETRODUTO";UN    ;1,23;
39209;"ARRUELA EM ALUMINIO, COM ROSCA, DE 3/4"", PARA ELETRODUTO";UN    ;0,3;
39207;"ARRUELA EM ALUMINIO, COM ROSCA, DE 3/8"", PARA ELETRODUTO";UN    ;0,47;
39215;"ARRUELA EM ALUMINIO, COM ROSCA, DE 3"", PARA ELETRODUTO";UN    ;3,17;
39216;"ARRUELA EM ALUMINIO, COM ROSCA, DE 4"", PARA ELETRODUTO";UN    ;4,42;
379;ARRUELA QUADRADA EM ACO GALVANIZADO, DIMENSAO = 38 MM, ESPESSURA = 3MM, DIAMETRO DO FURO= 18 MM;UN    ;0,52;
11267;ARRUELA REDONDA DE LATAO, DIAMETRO EXTERNO = 34 MM, ESPESSURA = 2,5 MM, DIAMETRO DO FURO = 17 MM;UN    ;5,26;
41901;ASFALTO DILUIDO DE PETROLEO CM-30 (COLETADO CAIXA NA ANP ACRESCIDO DE ICMS);KG    ;3,1;
510;ASFALTO MODIFICADO TIPO I - NBR 9910 (ASFALTO OXIDADO PARA IMPERMEABILIZACAO, COEFICIENTE DE PENETRACAO 25-40);KG    ;6,81;
516;ASFALTO MODIFICADO TIPO II - NBR 9910 (ASFALTO OXIDADO PARA IMPERMEABILIZACAO, COEFICIENTE DE PENETRACAO 20-35);KG    ;7,26;
509;ASFALTO MODIFICADO TIPO III - NBR 9910 (ASFALTO OXIDADO PARA IMPERMEABILIZACAO, COEFICIENTE DE PENETRACAO 15-25);KG    ;7,41;
40331;ASSENTADOR DE  TUBOS;H     ;16,64;
40930;ASSENTADOR DE TUBOS (MENSALISTA);MES   ;2.916,34;
11761;ASSENTO  VASO SANITARIO INFANTIL EM PLASTICO BRANCO;UN    ;39,15;
377;ASSENTO SANITARIO DE PLASTICO, TIPO CONVENCIONAL;UN    ;18,4;
7588;AUTOMATICO DE BOIA SUPERIOR / INFERIOR, *15* A / 250 V;UN    ;32,19;
34392;AUXILIAR  DE ALMOXARIFE;H     ;11,59;
40908;AUXILIAR DE ALMOXARIFE (MENSALISTA);MES   ;2.029,30;
34551;AUXILIAR DE AZULEJISTA;H     ;8,52;
41078;AUXILIAR DE AZULEJISTA (MENSALISTA);MES   ;1.494,39;
6117;AUXILIAR DE CARPINTEIRO;H     ;9,39;
2359;AUXILIAR DE DESENHISTA;H     ;21,08;
246;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRAULICO;H     ;9,39;
40927;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRAULICO (MENSALISTA);MES   ;1.643,44;
2350;AUXILIAR DE ESCRITORIO;H     ;14,22;
40812;AUXILIAR DE ESCRITORIO (MENSALISTA);MES   ;2.488,78;
245;AUXILIAR DE LABORATORISTA DE SOLOS E CONCRETO;H     ;12,13;
41090;AUXILIAR DE LABORATORISTA DE SOLOS E DE CONCRETO (MENSALISTA);MES   ;2.127,40;
251;AUXILIAR DE MECANICO;H     ;10,61;
40975;AUXILIAR DE MECANICO (MENSALISTA);MES   ;1.859,13;
41072;AUXILIAR DE PEDREIRO (MENSALISTA);MES   ;1.592,43;
6121;AUXILIAR DE SERVICOS GERAIS;H     ;8,54;
41071;AUXILIAR DE SERVICOS GERAIS (MENSALISTA);MES   ;1.501,42;
244;AUXILIAR DE TOPOGRAFO;H     ;27,47;
41093;AUXILIAR DE TOPOGRAFO (MENSALISTA);MES   ;4.807,46;
532;AUXILIAR TECNICO / ASSISTENTE DE ENGENHARIA;H     ;25,86;
40931;AUXILIAR TECNICO / ASSISTENTE DE ENGENHARIA (MENSALISTA);MES   ;4.525,71;
36150;AVENTAL DE SEGURANCA DE RASPA DE COURO 1,00 X 0,60 M;UN    ;31,45;
41069;AZULEJISTA OU LADRILHEIRO (MENSALISTA);MES   ;1.989,02;
4760;AZULEJISTA OU LADRILHISTA;H     ;11,35;
10422;BACIA SANITARIA (VASO) COM CAIXA ACOPLADA, DE LOUCA BRANCA;UN    ;305,4;
10420;BACIA SANITARIA (VASO) CONVENCIONAL DE LOUCA BRANCA;UN    ;114,54;
10421;BACIA SANITARIA (VASO) CONVENCIONAL DE LOUCA COR;UN    ;153,29;
36519;BACIA SANITARIA (VASO) CONVENCIONAL PARA PCD COM FURO FRONTAL, DE LOUCA BRANCA, COM ASSENTO;UN    ;445,95;
36520;BACIA SANITARIA (VASO) CONVENCIONAL PARA PCD SEM FURO FRONTAL, DE LOUCA BRANCA, SEM ASSENTO;UN    ;570,65;
11784;BACIA SANITARIA TURCA DE LOUCA BRANCA;UN    ;428,59;
10;BALDE PLASTICO CAPACIDADE *10* L;UN    ;3,57;
4815;BALDE VERMELHO PARA SINALIZACAO DE VIAS;UN    ;4,44;
1746;BANCA/PIA DE ACO INOXIDAVEL (AISI 430) COM 1 CUBA CENTRAL, COM VALVULA, ESCORREDOR DUPLO, DE *0,55 X 1,20* M;UN    ;148,54;
1748;BANCA/PIA DE ACO INOXIDAVEL (AISI 430) COM 1 CUBA CENTRAL, COM VALVULA, ESCORREDOR DUPLO, DE *0,55 X 1,40* M;UN    ;197,52;
1749;BANCA/PIA DE ACO INOXIDAVEL (AISI 430) COM 1 CUBA CENTRAL, COM VALVULA, ESCORREDOR DUPLO, DE *0,55 X 1,80* M;UN    ;286,17;
37412;BANCA/PIA DE ACO INOXIDAVEL (AISI 430) COM 1 CUBA CENTRAL, COM VALVULA, LISA (SEM ESCORREDOR), DE *0,55 X 1,20* M;UN    ;145,19;
1745;BANCA/PIA DE ACO INOXIDAVEL (AISI 430) COM 1 CUBA CENTRAL, SEM VALVULA, ESCORREDOR DUPLO, DE *0,55 X 1,60* M;UN    ;172,66;
1750;BANCA/PIA DE ACO INOXIDAVEL (AISI 430) COM 2 CUBAS, COM VALVULAS, ESCORREDOR DUPLO, DE *0,55 X 2,00* M;UN    ;403,48;
541;BANCADA DE MARMORE SINTETICO COM UMA CUBA, 120 X *60* CM;UN    ;106,32;
542;BANCADA DE MARMORE SINTETICO COM UMA CUBA, 150 X *60* CM;UN    ;133,27;
540;BANCADA DE MARMORE SINTETICO COM UMA CUBA, 200 X *60* CM;UN    ;300,33;
38364;BANCADA/ BANCA EM GRANITO, POLIDO, TIPO ANDORINHA/ QUARTZ/ CASTELO/ CORUMBA OU OUTROS EQUIVALENTES DA REGIAO, COM CUBA INOX, FORMATO *120 X 60* CM, E=  *2* CM;UN    ;440,25;
11692;BANCADA/ BANCA EM MARMORE, POLIDO, BRANCO COMUM, E=  *3* CM;M2    ;264,62;
11687;BANCADA/TAMPO ACO INOX (AISI 304), LARGURA 60 CM, COM RODABANCA (NAO INCLUI PES DE APOIO);M     ;642,86;
11689;BANCADA/TAMPO ACO INOX (AISI 304), LARGURA 70 CM, COM RODABANCA (NAO INCLUI PES DE APOIO);M     ;805,47;
